,block,price
588,12161700,3033521806184498804984180532
589,12161975,3033468654235023362937204223
590,12162250,3033410928195393738272433085
591,12162525,3033354037978631823671258392
592,12162800,3033298095902433646021276999
593,12163075,3033231742252923760503891034
594,12163350,3033170721606562325177353698
595,12163625,3033109147767898591640725382
596,12163900,3033055630420315016867355143
597,12164175,3032973642344061227678919597
598,12164450,3032893325488828626918548096
599,12164725,3032810213188541239817174183
600,12165000,3032724259048277199783680727
601,12165275,3032629703303804281357768486
602,12165550,3032532008636928877943789960
603,12165825,3032431133579054898119392706
604,12166100,3032333340071520674967416190
605,12166375,3032239788666029080869831134
606,12166650,3032149538828331617636767975
607,12166925,3032058594333813814990674162
608,12167200,3031971764364875683900868793
609,12167475,3031891061854084238342176147
610,12167750,3031808609512535439648547180
611,12168025,3031723587151939052115160542
612,12168300,3031640092278733602950597039
613,12168575,3031580037011542972108524735
614,12168850,3031527698998035081023018867
615,12169125,3031477917929772912803206104
616,12169400,3031426742241032939857498908
617,12169675,3031383775920068673734057442
618,12169950,3031342232245158892465762176
619,12170225,3031299961315818973804368823
620,12170500,3031259010138241218979544161
621,12170775,3031227083422366963737919499
622,12171050,3031218214974724856456458084
623,12171325,3031210036867884057289890076
624,12171600,3031202202815374147028290520
625,12171875,3031197471709532198032365404
626,12172150,3031209330756105628710421130
627,12172425,3031222268834427177239383489
628,12172700,3031234921829447706607021044
629,12172975,3031245834208542486139727814
630,12173250,3031252155767801581539172868
631,12173525,3031260410249591408764676178
632,12173800,3031267271161411961543621710
633,12174075,3031274654944347731060782117
634,12174350,3031269433314265702093558949
635,12174625,3031263270198372784898913591
636,12174900,3031257543123680094630270863
637,12175175,3031251598045877082844416147
638,12175450,3031223485901037632846471069
639,12175725,3031186520618703395262701927
640,12176000,3031149524914711085430247035
641,12176275,3031111994546475238441214255
642,12176550,3031062031151569394274282520
643,12176825,3031014585213735281073124480
644,12177100,3030964497091545145182098507
645,12177375,3030912633667073204189611242
646,12177650,3030862703060162858214069369
647,12177925,3030815649027245785401611509
648,12178200,3030769364524524214647631011
649,12178475,3030728234015341057827149628
650,12178750,3030699644941692988679521465
651,12179025,3030690153689820086807221161
652,12179300,3030680753705570401292562211
653,12179575,3030672004743278179795764295
654,12179850,3030666817515590759996008689
655,12180125,3030670032418950978367805413
656,12180400,3030673006875512668704428935
657,12180675,3030675903613641810799034126
658,12180950,3030670844241740814387242514
659,12181225,3030649294055507596269288658
660,12181500,3030627219009455160878864821
661,12181775,3030605235695566993540989568
662,12182050,3030581195346477973912117838
663,12182325,3030544549493341117548132914
664,12182600,3030505773927059825693239303
665,12182875,3030468080140483862406072966
666,12183150,3030420508979067147941632849
667,12183425,3030355413204587939380757613
668,12183700,3030285929084590079716977487
669,12183975,3030221104954861190753706221
670,12184250,3030151094865542985989556859
671,12184525,3030064267812125629844005486
672,12184800,3029971426273238692362372688
673,12185075,3029890258710910046091116559
674,12185350,3029805541329695125405717445
675,12185625,3029734045925279536802914091
676,12185900,3029656684852695522697194799
677,12186175,3029581020187200116359667988
678,12186450,3029503704858732205857765024
679,12186725,3029429282902685568543323200
680,12187000,3029354079384787094913333356
681,12187275,3029285146168244621412009343
682,12187550,3029206413939405622237459454
683,12187825,3029144869217939711648961892
684,12188100,3029083027987882043555088845
685,12188375,3029022562228123306527310062
686,12188650,3028959047666157298041845336
687,12188925,3028899301454648850161239703
688,12189200,3028847760607019444184708943
689,12189475,3028794571486573753821208047
690,12189750,3028740522889629336030257739
691,12190025,3028694727794865451241373183
692,12190300,3028648330287480317353334954
693,12190575,3028601880797584055429550560
694,12190850,3028553139898047162248223367
695,12191125,3028504381713936573589167644
696,12191400,3028460929003794961095414435
697,12191675,3028412752284304614711317851
698,12191950,3028365989977605514695226885
699,12192225,3028316650941623861980243709
700,12192500,3028272057464298061873541681
701,12192775,3028232042762565024852033328
702,12193050,3028189321767554060362990886
703,12193325,3028149104516371370762002913
704,12193600,3028154474424234840578741401
705,12193875,3028160053640513488987611788
706,12194150,3028165632867071551655840235
707,12194425,3028171208980033362001437253
708,12194700,3028198417737120341677843801
709,12194975,3028222948424215077084881794
